noCompte,Date,Operation
5000492276,16/06/2021,69.57
5000492276,14/07/2021,180.58
5000492276,16/07/2021,163.94
5000492276,24/07/2021,218
5000492276,06/06/2021,126.75
5000492276,05/06/2021,141.78
5000492276,07/06/2021,152.34
5000492276,03/06/2021,223.29
5000492276,01/07/2021,96.74
5000492276,02/07/2021,50.42
5000492276,16/06/2021,218.27
5000492276,09/07/2021,130.89
5000491466,20/07/2021,156.58
5000491466,29/06/2021,57.46
5000491466,22/07/2021,155.1
5000491466,27/07/2021,71.4
5000491466,04/07/2021,176.36
5000491466,26/06/2021,64.13
5000491466,17/06/2021,91.14
5000491466,14/07/2021,176.24
5000491466,22/07/2021,143.95
5000491466,09/06/2021,101.32
5000491466,26/07/2021,51.99
5000491466,07/06/2021,70.49
5000491466,04/06/2021,16.13
5000491466,28/06/2021,9.01
5000491466,30/06/2021,192.99
5000491466,12/07/2021,129.78
5000491466,08/07/2021,11.84
5000491466,27/06/2021,41.61
5000491466,28/07/2021,14.93
5000491466,22/07/2021,10.09
5000491466,30/07/2021,100.52
5000491466,20/07/2021,44.9
5000491466,03/07/2021,171.59
5000491466,27/07/2021,60.12
5000491466,01/07/2021,91.53
5000491466,22/06/2021,183.18
5000491466,24/06/2021,178.19
5000491466,30/06/2021,115.37
5000491466,10/07/2021,97.18
5000491466,08/06/2021,36.39
5000491466,24/06/2021,37.81
5000482892,06/07/2021,81.55
5000482892,29/06/2021,26.8
5000482892,07/06/2021,185.71
5000482892,03/06/2021,65.14
5000482892,12/07/2021,123.35
5000482892,22/06/2021,141.88
5000482892,17/06/2021,40.37
5000482892,13/07/2021,205.31
5000482892,22/06/2021,157.3
5000482892,23/07/2021,26.83
5000482892,17/07/2021,47.46
5000482892,16/06/2021,214.05
5000482892,04/07/2021,196.53
5000482892,12/06/2021,27.58
5000482892,05/07/2021,72.45
5000482892,14/06/2021,151.08
5000482892,19/06/2021,112.53
5000482892,06/06/2021,37.66
5000482892,14/06/2021,202.94
5000482892,14/06/2021,51.12
5000482892,27/07/2021,164.66
5000482892,28/06/2021,106.1
5000482892,07/06/2021,92.79
5000482892,16/06/2021,147.38
5000482892,22/07/2021,74.21
5000482892,04/06/2021,52.66
5000482150,09/06/2021,88.22
5000482150,06/07/2021,179.44
5000482150,23/07/2021,199.99
5000482150,28/07/2021,85.44
5000482150,16/07/2021,186.97
5000482150,21/06/2021,181.03
5000482150,22/07/2021,194.23
5000482150,22/06/2021,145.05
5000482150,08/07/2021,54.1
5000482150,16/07/2021,216.1
5000482150,01/06/2021,53.27
5000482150,22/06/2021,98.61
5000482150,16/06/2021,56.78
5000482150,13/06/2021,159.75
5000482150,29/07/2021,113.04
5000482150,05/07/2021,216.66
5000482150,22/06/2021,57.64
5000482150,30/06/2021,22.35
5000482150,10/06/2021,20.7
5000482150,28/06/2021,113.68
5000482150,18/07/2021,212.02
5000482150,13/07/2021,156.12
5000482150,21/07/2021,212.22
5000482150,15/06/2021,126.59
5000482150,14/06/2021,90.17
5000479014,06/06/2021,148.35
5000479014,25/06/2021,129.33
5000479014,06/06/2021,85.47
5000479014,09/06/2021,34.57
5000479014,14/07/2021,111.95
5000479014,21/07/2021,143
5000479014,23/07/2021,113.36
5000479014,07/07/2021,100.71
5000479014,17/07/2021,136.03
5000479014,25/07/2021,150.15
5000479014,03/06/2021,55.67
5000479014,23/06/2021,101.74
5000479014,22/07/2021,106.35
5000479014,12/06/2021,153.62
5000479014,12/07/2021,179.04
5000478645,19/07/2021,98.41
5000478645,12/06/2021,71.94
5000478645,05/07/2021,146.6
5000478645,06/07/2021,136.22
5000478645,04/07/2021,118.84
5000478645,19/06/2021,164.84
5000478645,28/07/2021,84.08
5000478645,24/06/2021,79.25
5000478645,17/06/2021,30.7
5000478645,11/06/2021,48.39
5000478645,06/06/2021,127.47
5000478645,24/07/2021,129.06
5000478645,21/07/2021,193.99
5000478645,17/07/2021,154.21
5000478645,21/06/2021,43.69
5000478645,08/07/2021,135.89
5000478645,03/07/2021,191.39
5000478645,27/07/2021,178.93
5000478645,09/07/2021,76.33
5000478645,01/07/2021,205.35
5000478645,10/06/2021,210.63
5000478645,21/06/2021,197.57
5000478367,27/06/2021,175.73
5000478367,29/06/2021,142.35
5000478367,06/07/2021,70.97
5000478367,07/07/2021,118.01
5000478367,24/06/2021,58.69
5000478367,29/07/2021,160.11
5000478367,07/07/2021,209.16
5000478367,28/07/2021,111.11
5000478367,01/06/2021,86.98
5000478367,14/07/2021,184.45
5000478367,09/06/2021,67.5
5000478367,22/06/2021,223.39
5000478367,18/06/2021,74.61
5000478367,14/07/2021,137.2
5000478367,08/06/2021,121.01
5000478367,04/07/2021,229.38
5000478367,19/06/2021,58.94
5000478367,21/07/2021,100.51
5000478367,22/07/2021,128.9
5000478367,10/07/2021,48.7
5000478367,19/06/2021,218.05
5000478367,15/07/2021,107.91
5000478367,01/06/2021,75.31
5000478367,20/07/2021,49.32
5000478367,29/06/2021,98.17
5000478367,24/07/2021,87.75
5000478367,12/07/2021,62.38
5000478367,16/07/2021,40.95
5000478367,15/07/2021,92.73
5000478367,24/07/2021,182.76
5000478367,29/07/2021,141.62
5000477772,26/07/2021,115.08
5000477772,24/07/2021,132.39
5000477772,28/06/2021,24.43
5000477772,09/07/2021,173.37
5000477772,28/06/2021,164.51
5000477772,26/06/2021,200.69
5000477772,12/07/2021,91.71
5000477772,01/06/2021,115.49
5000477772,22/06/2021,188.47
5000477772,06/06/2021,41.96
5000477772,08/06/2021,158.51
5000477772,24/06/2021,114.46
5000477772,28/06/2021,146.32
5000477772,09/06/2021,137.07
5000477772,16/06/2021,124.81
5000477772,09/06/2021,207.43
5000477772,24/07/2021,108.39
5000477772,27/07/2021,90.51
5000477772,06/06/2021,34.02
5000477772,23/06/2021,151.84
5000477772,10/06/2021,57.73
5000477772,02/06/2021,43.3
5000477772,06/06/2021,83.61
5000477772,20/06/2021,55.13
5000476478,14/07/2021,144.18
5000476478,22/06/2021,7.29
5000476478,11/07/2021,79.04
5000476478,30/06/2021,84.79
5000476478,29/06/2021,109.01
5000476478,06/06/2021,199.21
5000476478,27/07/2021,6.56
5000476478,13/06/2021,21.8
5000476478,17/06/2021,63.26
5000476478,18/07/2021,130.11
5000476478,06/07/2021,68.77
5000476478,06/07/2021,156.46
5000476478,11/06/2021,26.33
5000476478,20/07/2021,149.15
5000476478,16/06/2021,10.4
5000476478,15/06/2021,80.41
5000476478,02/06/2021,75.7
5000476478,05/06/2021,118.62
5000476478,11/06/2021,153.95
5000476478,18/06/2021,28.81
5000476478,24/06/2021,104.93
5000476478,30/07/2021,166.97
5000476478,16/06/2021,193.05
5000476478,22/06/2021,189.83
5000476171,19/07/2021,294.6
5000476171,08/07/2021,112.41
5000476171,08/07/2021,108.31
5000476171,27/07/2021,201.39
5000476171,26/06/2021,279.42
5000476171,17/06/2021,111.52
5000476171,10/06/2021,135.92
5000476171,06/07/2021,229.91
5000476171,02/06/2021,155.39
5000476171,03/06/2021,110.71
5000474136,30/06/2021,90.49
5000474136,28/07/2021,96.38
5000474136,05/07/2021,81.95
5000474136,28/06/2021,34.97
5000474136,17/06/2021,21.81
5000474136,20/06/2021,188.41
5000474136,01/07/2021,40.96
5000474136,09/06/2021,163.63
5000474136,27/06/2021,123.85
5000474136,09/06/2021,119.57
5000474136,13/06/2021,51.98
5000474136,21/07/2021,32.71
5000474136,17/07/2021,89.53
5000474136,04/06/2021,110.3
5000474136,03/06/2021,82.24
5000473137,08/07/2021,5
5000473137,01/07/2021,123.93
5000473137,21/07/2021,138.84
5000473137,08/06/2021,168.52
5000473137,08/07/2021,129.05
5000473137,02/07/2021,91.49
5000473137,21/07/2021,94.38
5000473137,16/06/2021,71.09
5000473137,24/07/2021,15.73
5000473137,10/07/2021,24.33
5000473137,05/06/2021,38.8
5000473137,01/07/2021,133.37
5000473137,14/06/2021,22.11
5000473137,12/06/2021,33.97
5000473137,18/07/2021,61.5
5000473137,07/06/2021,145.51
5000473137,22/06/2021,168.23
5000473137,21/06/2021,5
5000473137,06/06/2021,76.16
5000469870,26/07/2021,179.78
5000469870,17/07/2021,152.17
5000469870,14/06/2021,33.52
5000469870,30/06/2021,198.57
5000469870,19/06/2021,209.51
5000469870,03/06/2021,30.88
5000469870,29/07/2021,64.62
5000469870,25/06/2021,33.61
5000469870,04/07/2021,44.59
5000469870,03/06/2021,103.57
5000469870,28/06/2021,96.07
5000469870,27/07/2021,141.27
5000469870,08/06/2021,111.02
5000469870,13/06/2021,207.81
5000469870,19/07/2021,87.8
5000468369,21/06/2021,36.58
5000468369,04/07/2021,114.19
5000468369,12/07/2021,110.11
5000468369,02/07/2021,194.09
5000468369,26/06/2021,138.95
5000468369,01/07/2021,14.36
5000468369,18/06/2021,9.54
5000468369,27/07/2021,196.24
5000468369,20/06/2021,75.3
5000468369,11/06/2021,42.85
5000468369,13/06/2021,144.88
5000468369,15/07/2021,25.57
5000468369,13/06/2021,112.2
5000468369,23/07/2021,90.76
5000468369,06/06/2021,113.13
5000468369,12/06/2021,13.83
5000468369,30/07/2021,116.59
5000468369,11/07/2021,75.37
5000468369,04/06/2021,51.47
5000468369,06/07/2021,137.47
5000468369,17/06/2021,65.27
5000468369,02/07/2021,95.47
5000468369,12/07/2021,64.79
5000468369,22/06/2021,100.2
5000468369,03/07/2021,23.62
5000467350,16/07/2021,150.8
5000467350,16/07/2021,35.92
5000467350,18/06/2021,161.09
5000467350,25/06/2021,152.75
5000467350,28/07/2021,146.71
5000467350,17/07/2021,48.85
5000467350,05/07/2021,132.57
5000467350,25/06/2021,89.88
5000467350,02/07/2021,199.19
5000467350,27/07/2021,127.91
5000467350,23/06/2021,45.73
5000467350,18/06/2021,154.22
5000467350,02/07/2021,177.67
5000467350,17/07/2021,101.64
5000467350,11/06/2021,93.12
5000467350,10/07/2021,158.32
5000467350,08/06/2021,37.43
5000467350,05/07/2021,88.34
5000467350,02/07/2021,184.81
5000467350,29/06/2021,219.09
5000467350,04/06/2021,90.3
5000467350,07/07/2021,196.84
5000467030,14/06/2021,68.25
5000467030,04/06/2021,212.64
5000467030,20/07/2021,126.76
5000467030,22/06/2021,74.15
5000467030,12/07/2021,107.86
5000467030,08/07/2021,78.62
5000467030,09/06/2021,38.51
5000467030,24/07/2021,181.52
5000467030,04/06/2021,207.07
5000467030,01/06/2021,186.63
5000467030,22/07/2021,51.1
5000467030,30/06/2021,70.1
5000467030,13/07/2021,151.6
5000467030,02/06/2021,44.93
5000467030,07/07/2021,165.31
5000467030,23/07/2021,147.22
5000467030,20/06/2021,111.17
5000467030,11/07/2021,183.56
5000467030,08/07/2021,172.79
5000467030,22/06/2021,30.04
5000465890,11/07/2021,186.11
5000465890,17/07/2021,155.73
5000465890,24/07/2021,113.81
5000465890,07/07/2021,130.71
5000465890,28/07/2021,106.11
5000465890,19/06/2021,135.52
5000465890,25/07/2021,140.58
5000465890,14/06/2021,17.16
5000465890,28/06/2021,32.91
5000465890,17/06/2021,139.08
5000465890,27/07/2021,96.43
5000465890,15/07/2021,89.15
5000465890,07/07/2021,108.72
5000465890,15/06/2021,71.61
5000465890,18/07/2021,51.67
5000465890,20/06/2021,187.45
5000465890,03/06/2021,129.34
5000465890,29/07/2021,89.17
5000465890,25/07/2021,103.7
5000465890,13/07/2021,60.26
5000465890,24/07/2021,61.3
5000465532,10/06/2021,187.72
5000465532,09/07/2021,85.46
5000465532,15/06/2021,183.71
5000465532,30/06/2021,61.41
5000465532,03/07/2021,63.46
5000465532,22/07/2021,57.99
5000465532,03/07/2021,48.9
5000465532,05/06/2021,72.28
5000465532,03/06/2021,118.74
5000465532,13/06/2021,182.14
5000465532,09/07/2021,225.74
5000465532,10/06/2021,99.84
5000465532,27/06/2021,121.98
5000465532,11/06/2021,79.94
5000465532,28/06/2021,76.83
5000465532,19/07/2021,61.65
5000465532,27/06/2021,188.79
5000465532,28/06/2021,57.88
5000465532,02/06/2021,123.28
5000465532,20/07/2021,189.4
5000465532,28/07/2021,99.42
5000465532,13/07/2021,200.2
5000465532,01/06/2021,40.46
5000465532,12/07/2021,215.62
5000465283,13/07/2021,91.67
5000465283,20/06/2021,71.46
5000465283,01/06/2021,40.59
5000465283,24/07/2021,42.6
5000465283,29/06/2021,139.67
5000465283,22/06/2021,5
5000465283,13/06/2021,164.73
5000465283,09/07/2021,56.74
5000465283,27/07/2021,9.56
5000465283,27/06/2021,13.08
5000465283,10/07/2021,32.59
5000465283,13/06/2021,5
5000465283,18/07/2021,12.69
5000465283,30/07/2021,64.58
5000465283,02/06/2021,14.07
5000465283,02/07/2021,92.24
5000465283,04/07/2021,41.88
5000465283,01/06/2021,186.99
5000465283,14/06/2021,16.92
5000465283,02/07/2021,183.52
5000461214,11/06/2021,65.48
5000461214,10/06/2021,52.06
5000461214,15/07/2021,37.14
5000461214,13/07/2021,177.34
5000461214,30/07/2021,69.82
5000461214,27/07/2021,59.42
5000461214,04/07/2021,5.01
5000461214,01/07/2021,89.39
5000461214,09/06/2021,175.65
5000461214,10/06/2021,90.55
5000461214,17/06/2021,148.36
5000461214,07/07/2021,5
5000461214,04/06/2021,5
5000461214,04/06/2021,116.65
5000461214,03/06/2021,5
5000461214,19/06/2021,177.84
5000461214,26/06/2021,11.13
5000461214,06/06/2021,87.46
5000461214,08/07/2021,106.15
5000461214,03/07/2021,165.44
5000460095,12/06/2021,195.67
5000460095,03/07/2021,89.42
5000460095,22/07/2021,127.27
5000460095,01/07/2021,72.74
5000460095,23/07/2021,177.07
5000460095,06/07/2021,165.58
5000460095,07/06/2021,195.93
5000460095,21/07/2021,139.52
5000460095,13/06/2021,206.25
5000460095,23/06/2021,73.9
5000460095,19/06/2021,154.57
5000460095,29/07/2021,63.36
5000460095,04/06/2021,189.3
5000460095,19/07/2021,158.67
5000460095,09/07/2021,154.03
5000460095,05/07/2021,185.82
5000460095,01/07/2021,64.84
5000460095,12/06/2021,143.42
5000460095,11/06/2021,171.17
5000460095,04/07/2021,26.11
5000460095,26/07/2021,45.73
5000460095,30/07/2021,69.91
5000460095,28/07/2021,212.94
5000460095,25/06/2021,24.42
5000460095,28/07/2021,84.26
5000460095,29/07/2021,164.16
5000460095,27/07/2021,41.21
5000460095,20/07/2021,94.8
5000460095,04/06/2021,162.38
5000460095,19/06/2021,62.26
5000460095,15/06/2021,136.82
5000460095,02/06/2021,20.49
5000460095,13/07/2021,173.58
5000457786,17/07/2021,71.35
5000457786,23/07/2021,65.6
5000457786,22/06/2021,209.49
5000457786,27/07/2021,163.44
5000457786,29/06/2021,101.66
5000457786,05/07/2021,146.39
5000457786,16/07/2021,105.07
5000457786,27/07/2021,215.81
5000457786,14/06/2021,153.65
5000457786,05/06/2021,80.6
5000457786,09/06/2021,203.6
5000457786,23/07/2021,215.28
5000457786,23/07/2021,111.56
5000457786,01/06/2021,101.76
5000457786,28/07/2021,144.77
5000457786,11/07/2021,115.82
5000456967,06/06/2021,181.13
5000456967,11/07/2021,93.43
5000456967,16/07/2021,173.04
5000456967,07/07/2021,153.09
5000456967,04/07/2021,169.19
5000456967,19/06/2021,63.73
5000456967,24/06/2021,60.87
5000456967,26/06/2021,111.41
5000456967,01/07/2021,123.64
5000456967,31/07/2021,30.02
5000456967,03/06/2021,38.3
5000456967,23/07/2021,5
5000456967,27/06/2021,27.48
5000456967,20/06/2021,163.95
5000456967,04/07/2021,59.97
5000456782,06/07/2021,51.13
5000456782,27/07/2021,75.8
5000456782,17/06/2021,52.48
5000456782,07/06/2021,76.78
5000456782,10/07/2021,207.01
5000456782,14/07/2021,95.32
5000456782,19/06/2021,183.96
5000456782,12/06/2021,155.07
5000456782,18/07/2021,185.79
5000456782,07/07/2021,151.61
5000456782,23/07/2021,46.31
5000456782,01/06/2021,200.68
5000456782,30/07/2021,66.61
5000456782,23/06/2021,75.99
5000456782,30/06/2021,57.87
5000456782,06/06/2021,209.1
5000456378,07/06/2021,146.13
5000456378,13/07/2021,34.66
5000456378,01/06/2021,158.72
5000456378,28/06/2021,89.47
5000456378,18/06/2021,25.01
5000456378,21/07/2021,34.41
5000456378,16/07/2021,208.1
5000456378,27/07/2021,109.07
5000456378,28/07/2021,12.25
5000456378,11/06/2021,25.64
5000456378,14/06/2021,100.24
5000456378,03/06/2021,142.05
5000456378,26/07/2021,185.91
5000456378,05/06/2021,150.87
5000456378,21/06/2021,209.01
5000456378,18/06/2021,34.52
5000455619,23/06/2021,151.34
5000455619,15/07/2021,211.42
5000455619,17/07/2021,236.07
5000455619,31/07/2021,118.75
5000455619,29/06/2021,209.45
5000455619,06/06/2021,213.38
5000455619,15/06/2021,80.82
5000455619,19/06/2021,52.81
5000455619,29/07/2021,111.54
5000455619,15/07/2021,156.88
5000455619,09/06/2021,66.11
5000455619,01/07/2021,62.68
5000455619,19/07/2021,60.67
5000455619,02/07/2021,140.89
5000455619,06/07/2021,124.98
5000455619,16/06/2021,86.18
5000455619,15/07/2021,160.32
5000455619,11/06/2021,187.37
5000455619,09/07/2021,171.33
5000455619,30/07/2021,174.67
5000455619,06/06/2021,204.89
5000455619,28/07/2021,149.53
5000455619,11/06/2021,166.04
5000455619,14/07/2021,102.01
5000454874,14/06/2021,236.61
5000454874,01/06/2021,60.23
5000454874,29/06/2021,130.78
5000454874,28/07/2021,58.24
5000454874,03/07/2021,166.21
5000454874,26/07/2021,244.61
5000454874,15/07/2021,168.83
5000454874,03/07/2021,55.79
5000454874,18/07/2021,185.31
5000454874,11/06/2021,104.21
5000454874,14/06/2021,125.81
5000454874,02/06/2021,247.9
5000454874,08/06/2021,66.21
5000454874,25/07/2021,245.33
5000454874,16/07/2021,179.69
5000454874,06/06/2021,94.46
5000454874,07/07/2021,184.85
5000454874,08/06/2021,190.79
5000454041,25/07/2021,135.5
5000454041,14/06/2021,104.08
5000454041,07/06/2021,84.82
5000454041,11/06/2021,159.47
5000454041,20/06/2021,24.05
5000454041,14/07/2021,159.97
5000454041,18/06/2021,67.34
5000454041,25/06/2021,45.48
5000454041,06/06/2021,183.04
5000454041,15/06/2021,192.12
5000454041,04/06/2021,155.36
5000454041,13/06/2021,64.56
5000454041,26/06/2021,183.01
5000454041,10/06/2021,168.33
5000454041,16/06/2021,131.66
5000454041,12/07/2021,218.52
5000454041,17/06/2021,70.97
5000454041,20/07/2021,108.86
5000454041,15/07/2021,36.83
5000454041,14/07/2021,37.25
5000453475,05/07/2021,128.21
5000453475,14/06/2021,151.78
5000453475,30/07/2021,84.28
5000453475,09/07/2021,126.4
5000453475,21/06/2021,48.53
5000453475,12/06/2021,60.52
5000453475,24/07/2021,44.14
5000453475,01/06/2021,139.95
5000453475,22/06/2021,186.66
5000453475,03/07/2021,63.79
5000453475,30/06/2021,148.67
5000453475,26/07/2021,50.08
5000453475,25/07/2021,118.23
5000453475,10/07/2021,78.29
5000453475,25/07/2021,155.62
5000453475,10/06/2021,27.69
5000453475,19/07/2021,46.91
5000453475,22/07/2021,29.33
5000453475,24/07/2021,198.08
5000453475,04/07/2021,169.2
5000452095,09/07/2021,257.68
5000452095,26/06/2021,81.09
5000452095,08/07/2021,162.31
5000452095,06/07/2021,216.28
5000452095,23/07/2021,170.47
5000452095,16/06/2021,97.93
5000452095,15/07/2021,114.51
5000452095,16/07/2021,100.5
5000452095,16/06/2021,72.46
5000452095,04/06/2021,131.58
5000452095,07/06/2021,198.49
5000452095,03/07/2021,253.52
5000452095,07/07/2021,261.36
5000452095,10/06/2021,180.58
5000452095,16/07/2021,130.18
5000452095,23/06/2021,111.01
5000450686,03/06/2021,98.84
5000450686,20/06/2021,200.31
5000450686,06/06/2021,93.88
5000450686,16/07/2021,78.56
5000450686,12/07/2021,171.81
5000450686,14/07/2021,185.2
5000450686,26/07/2021,188.75
5000450686,13/06/2021,83.8
5000450686,28/07/2021,72.16
5000450686,06/06/2021,43.6
5000450686,02/07/2021,192.53
5000450686,13/06/2021,67.84
5000450686,30/07/2021,14.68
5000450686,02/06/2021,131.63
5000450140,16/06/2021,185
5000450140,14/06/2021,75.63
5000450140,17/06/2021,5
5000450140,07/06/2021,178.56
5000450140,02/06/2021,43.77
5000450140,02/07/2021,124.56
5000450140,08/07/2021,184.33
5000450140,23/07/2021,183.76
5000450140,08/07/2021,5
5000450140,01/07/2021,36.77
5000450140,24/07/2021,11.89
5000450140,09/06/2021,140.21
5000450140,28/06/2021,81.68
5000450140,24/06/2021,115.97
5000450140,25/06/2021,56.71
5000450140,25/06/2021,175.21
5000450140,23/07/2021,103.9
5000450140,22/07/2021,101.01
5000449118,12/06/2021,121.43
5000449118,14/07/2021,81.59
5000449118,13/07/2021,5
5000449118,23/06/2021,30.35
5000449118,13/06/2021,70.4
5000449118,21/07/2021,29.96
5000449118,04/07/2021,2.43
5000449118,24/07/2021,112.59
5000449118,26/06/2021,59.87
5000449118,22/07/2021,101.2
5000449118,19/07/2021,95.34
5000449118,26/06/2021,5
5000449118,25/06/2021,62.1
5000449118,29/06/2021,53.76
5000449118,15/06/2021,21.25
5000447566,17/07/2021,227.01
5000447566,15/07/2021,166.5
5000447566,30/06/2021,162.48
5000447566,21/07/2021,126.37
5000447566,18/07/2021,190.19
5000447566,13/06/2021,196.55
5000447566,26/07/2021,92.22
5000447566,02/06/2021,227.24
5000447566,19/07/2021,202.15
5000447566,28/07/2021,145.7
5000447566,25/07/2021,46.42
5000447566,11/06/2021,143.96
5000447566,25/07/2021,153.42
5000447566,27/06/2021,82.45
5000447566,02/06/2021,70.34
5000447517,14/06/2021,151.6
5000447517,09/06/2021,57.46
5000447517,07/07/2021,84.63
5000447517,26/07/2021,109.42
5000447517,17/07/2021,52.63
5000447517,17/07/2021,221.04
5000447517,21/06/2021,71.87
5000447517,15/06/2021,203.06
5000447517,09/06/2021,237.94
5000447517,11/07/2021,114.57
5000447517,18/06/2021,77.21
5000447517,14/06/2021,113.46
5000447517,31/07/2021,53.28
5000447517,02/06/2021,92.22
5000447517,06/06/2021,63.8
5000447517,08/06/2021,202.8
5000447517,06/06/2021,165.08
5000447517,08/07/2021,96.94
5000447517,21/07/2021,169.39
5000447517,29/06/2021,200.8
5000447517,15/07/2021,124.41
5000441175,10/06/2021,72.44
5000441175,12/07/2021,1.28
5000441175,24/06/2021,26.26
5000441175,23/07/2021,179.27
5000441175,16/06/2021,165.56
5000441175,15/06/2021,86.17
5000441175,05/07/2021,11.94
5000441175,09/07/2021,87.68
5000441175,12/06/2021,1.99
5000441175,17/07/2021,37
5000441175,08/07/2021,23.92
5000441175,09/06/2021,40.29
5000441175,16/07/2021,164.18
5000441175,12/07/2021,26.84
5000441175,03/06/2021,143.54
5000441175,26/06/2021,170.51
5000441175,23/06/2021,187.92
5000440809,08/06/2021,192.75
5000440809,20/06/2021,77.93
5000440809,21/06/2021,235.91
5000440809,17/06/2021,66.13
5000440809,27/06/2021,95.57
5000440809,08/07/2021,230
5000440809,18/06/2021,114.07
5000440809,12/07/2021,246.51
5000440809,02/07/2021,202.34
5000440809,09/07/2021,138.89
5000440809,29/06/2021,235.76
5000440809,02/06/2021,90.75
5000440809,15/07/2021,150.09
5000440809,19/07/2021,55.46
5000440809,24/07/2021,67
5000440809,26/06/2021,105.89
5000438906,29/07/2021,160.58
5000438906,01/06/2021,83.57
5000438906,05/07/2021,158.5
5000438906,12/06/2021,126.22
5000438906,28/06/2021,218.4
5000438906,15/06/2021,203.97
5000438906,22/07/2021,104.46
5000438906,22/07/2021,181.26
5000438906,20/06/2021,212.06
5000438906,30/06/2021,69.24
5000438906,09/07/2021,57.73
5000438906,04/06/2021,191.47
5000438906,02/07/2021,143.24
5000438906,17/07/2021,41.56
5000438906,11/06/2021,60.04
5000437369,17/07/2021,42.64
5000437369,20/07/2021,163.48
5000437369,18/06/2021,213.36
5000437369,08/07/2021,123.33
5000437369,13/07/2021,121
5000437369,30/07/2021,190.35
5000437369,11/07/2021,40.8
5000437369,17/06/2021,199.2
5000437369,23/07/2021,214.8
5000437369,16/07/2021,174.25
5000437369,01/07/2021,193.46
5000437369,12/07/2021,32.2
5000437369,18/07/2021,31.02
5000437369,04/07/2021,101.51
5000437369,06/06/2021,141.67
5000437369,29/06/2021,201.7
5000437369,10/06/2021,214.89
5000437369,08/06/2021,67.69
5000437369,22/07/2021,183.11
5000433515,09/06/2021,40.77
5000433515,05/07/2021,232.26
5000433515,13/06/2021,149.73
5000433515,10/06/2021,221.38
5000433515,11/06/2021,96.41
5000433515,17/06/2021,129.68
5000433515,19/07/2021,79.2
5000433515,01/07/2021,197.79
5000433515,14/06/2021,188.78
5000433515,03/07/2021,87.61
5000433515,11/06/2021,151.09
5000433515,02/07/2021,115.8
5000433515,09/07/2021,161.58
5000433515,10/06/2021,39.66
5000433515,18/07/2021,171.09
5000433515,06/07/2021,76.62
5000433515,23/07/2021,230.79
5000433515,23/07/2021,94.7
5000433515,03/07/2021,226.42
5000433515,24/07/2021,104.73
5000433515,22/06/2021,123.97
5000432511,02/06/2021,96.23
5000432511,25/06/2021,3.49
5000432511,05/07/2021,42.61
5000432511,18/06/2021,165.78
5000432511,26/07/2021,33.73
5000432511,24/06/2021,5
5000432511,17/07/2021,85.41
5000432511,07/06/2021,98
5000432511,08/06/2021,5
5000432511,28/06/2021,181.99
5000432511,29/06/2021,77.15
5000432511,01/06/2021,66.86
5000432511,21/06/2021,79.08
5000432511,02/07/2021,49.45
5000432511,07/07/2021,51.88
5000432511,08/06/2021,5
5000432511,31/07/2021,130.12
5000432511,12/06/2021,181.15
5000432511,29/06/2021,166.86
5000432215,29/07/2021,117.64
5000432215,24/07/2021,137.2
5000432215,10/07/2021,132.75
5000432215,28/07/2021,172.33
5000432215,25/07/2021,127.55
5000432215,21/06/2021,119.77
5000432215,24/07/2021,140.27
5000432215,07/06/2021,124.85
5000432215,14/06/2021,101.39
5000432215,04/07/2021,155.26
5000432215,06/07/2021,93.12
5000432215,19/06/2021,87.04
5000432215,16/06/2021,97.65
5000432215,17/07/2021,117.21
5000432215,31/07/2021,154.44
5000432215,26/06/2021,66.87
5000432215,16/06/2021,172.03
5000432215,11/06/2021,189.15
5000432215,08/07/2021,158.44
5000432215,04/06/2021,91.35
5000432215,10/07/2021,150.29
5000432215,01/06/2021,16.21
5000432215,14/07/2021,122.53
5000432215,18/07/2021,48.22
5000432215,25/06/2021,36.93
5000431832,27/06/2021,38.95
5000431832,24/06/2021,88.15
5000431832,29/06/2021,64.8
5000431832,28/07/2021,1
5000431832,03/07/2021,103.74
5000431832,08/07/2021,126.71
5000431832,17/07/2021,86.73
5000431832,15/06/2021,153.46
5000431832,19/06/2021,133.39
5000431832,27/07/2021,151.6
5000431832,10/06/2021,86.05
5000431832,10/06/2021,72.44
5000431832,18/07/2021,37.41
5000431832,24/06/2021,112.14
5000431832,07/07/2021,80.94
5000431832,11/06/2021,34.64
5000431832,10/06/2021,168.62
5000431832,07/07/2021,51.05
5000431832,26/07/2021,17.81
5000431832,09/06/2021,53.34
5000431832,02/06/2021,80.3
5000431832,22/06/2021,85.31
5000431832,05/06/2021,76.31
5000431832,11/07/2021,113.9
5000431832,15/06/2021,109.99
5000429665,14/07/2021,145.76
5000429665,25/06/2021,186.62
5000429665,24/07/2021,201.04
5000429665,02/07/2021,96.5
5000429665,14/06/2021,20.73
5000429665,14/07/2021,163.01
5000429665,27/07/2021,17.86
5000429665,21/06/2021,19.53
5000429665,06/06/2021,138.34
5000429665,13/06/2021,172.58
5000429665,16/07/2021,33.74
5000429665,09/06/2021,79.91
5000429665,08/07/2021,165.69
5000429665,18/06/2021,63.44
5000429665,16/07/2021,32.02
5000429665,09/06/2021,51.12
5000429665,06/06/2021,80.14
5000429665,06/06/2021,87
5000429665,29/06/2021,201.73
5000429665,19/06/2021,213.2
5000429665,12/06/2021,68
5000429665,19/07/2021,210.42
